,Year,Series,Value
Botswana,2012,Emissions (thousand metric tons of carbon dioxide),"4,232"
Botswana,2013,Emissions (thousand metric tons of carbon dioxide),"5,229"
Botswana,2014,Emissions (thousand metric tons of carbon dioxide),"7,033"
Botswana,1975,Emissions per capita (metric tons of carbon dioxide),0.2
Botswana,1985,Emissions per capita (metric tons of carbon dioxide),1
Botswana,1995,Emissions per capita (metric tons of carbon dioxide),1.9
Botswana,2005,Emissions per capita (metric tons of carbon dioxide),2.2
Botswana,2010,Emissions per capita (metric tons of carbon dioxide),2.3
Botswana,2012,Emissions per capita (metric tons of carbon dioxide),2
Botswana,2013,Emissions per capita (metric tons of carbon dioxide),2.4
Botswana,2014,Emissions per capita (metric tons of carbon dioxide),3.2
Brazil,1975,Emissions (thousand metric tons of carbon dioxide),"151,165"
Brazil,1985,Emissions (thousand metric tons of carbon dioxide),"181,249"
Brazil,1995,Emissions (thousand metric tons of carbon dioxide),"258,347"
Brazil,2005,Emissions (thousand metric tons of carbon dioxide),"347,309"
Brazil,2010,Emissions (thousand metric tons of carbon dioxide),"419,754"
Brazil,2012,Emissions (thousand metric tons of carbon dioxide),"470,029"
Brazil,2013,Emissions (thousand metric tons of carbon dioxide),"503,677"
Brazil,2014,Emissions (thousand metric tons of carbon dioxide),"529,808"
Brazil,1975,Emissions per capita (metric tons of carbon dioxide),1.4
Brazil,1985,Emissions per capita (metric tons of carbon dioxide),1.3
Brazil,1995,Emissions per capita (metric tons of carbon dioxide),1.6
Brazil,2005,Emissions per capita (metric tons of carbon dioxide),1.9
Brazil,2010,Emissions per capita (metric tons of carbon dioxide),2.1
Brazil,2012,Emissions per capita (metric tons of carbon dioxide),2.3
Brazil,2013,Emissions per capita (metric tons of carbon dioxide),2.5
Brazil,2014,Emissions per capita (metric tons of carbon dioxide),2.6
British Virgin Islands,1975,Emissions (thousand metric tons of carbon dioxide),26
British Virgin Islands,1985,Emissions (thousand metric tons of carbon dioxide),48
British Virgin Islands,1995,Emissions (thousand metric tons of carbon dioxide),84
British Virgin Islands,2005,Emissions (thousand metric tons of carbon dioxide),132
British Virgin Islands,2010,Emissions (thousand metric tons of carbon dioxide),172
British Virgin Islands,2012,Emissions (thousand metric tons of carbon dioxide),176
British Virgin Islands,2013,Emissions (thousand metric tons of carbon dioxide),176
British Virgin Islands,2014,Emissions (thousand metric tons of carbon dioxide),180
British Virgin Islands,1975,Emissions per capita (metric tons of carbon dioxide),2.3
British Virgin Islands,1985,Emissions per capita (metric tons of carbon dioxide),3.7
British Virgin Islands,1995,Emissions per capita (metric tons of carbon dioxide),4.7
British Virgin Islands,2005,Emissions per capita (metric tons of carbon dioxide),6
British Virgin Islands,2010,Emissions per capita (metric tons of carbon dioxide),6.3
British Virgin Islands,2012,Emissions per capita (metric tons of carbon dioxide),6.1
British Virgin Islands,2013,Emissions per capita (metric tons of carbon dioxide),6
British Virgin Islands,2014,Emissions per capita (metric tons of carbon dioxide),6
Brunei Darussalam,1975,Emissions (thousand metric tons of carbon dioxide),"7,081"
Brunei Darussalam,1985,Emissions (thousand metric tons of carbon dioxide),"2,596"
Brunei Darussalam,1995,Emissions (thousand metric tons of carbon dioxide),"4,789"
Brunei Darussalam,2005,Emissions (thousand metric tons of carbon dioxide),"5,005"
Brunei Darussalam,2010,Emissions (thousand metric tons of carbon dioxide),"8,203"
Brunei Darussalam,2012,Emissions (thousand metric tons of carbon dioxide),"9,666"
Brunei Darussalam,2013,Emissions (thousand metric tons of carbon dioxide),"7,803"
Brunei Darussalam,2014,Emissions (thousand metric tons of carbon dioxide),"9,109"
Brunei Darussalam,1975,Emissions per capita (metric tons of carbon dioxide),45.2
Brunei Darussalam,1985,Emissions per capita (metric tons of carbon dioxide),11.8
Brunei Darussalam,1995,Emissions per capita (metric tons of carbon dioxide),16.5
Brunei Darussalam,2005,Emissions per capita (metric tons of carbon dioxide),13.8
Brunei Darussalam,2010,Emissions per capita (metric tons of carbon dioxide),20.9
Brunei Darussalam,2012,Emissions per capita (metric tons of carbon dioxide),23.8
Brunei Darussalam,2013,Emissions per capita (metric tons of carbon dioxide),19
Brunei Darussalam,2014,Emissions per capita (metric tons of carbon dioxide),21.8
Bulgaria,1975,Emissions (thousand metric tons of carbon dioxide),"73,061"
Bulgaria,1985,Emissions (thousand metric tons of carbon dioxide),"89,541"
Bulgaria,1995,Emissions (thousand metric tons of carbon dioxide),"58,005"
Bulgaria,2005,Emissions (thousand metric tons of carbon dioxide),"47,917"
Bulgaria,2010,Emissions (thousand metric tons of carbon dioxide),"44,114"
Bulgaria,2012,Emissions (thousand metric tons of carbon dioxide),"44,708"
Bulgaria,2013,Emissions (thousand metric tons of carbon dioxide),"39,600"
Bulgaria,2014,Emissions (thousand metric tons of carbon dioxide),"42,416"
Bulgaria,1975,Emissions per capita (metric tons of carbon dioxide),8.4
Bulgaria,1985,Emissions per capita (metric tons of carbon dioxide),10
Bulgaria,1995,Emissions per capita (metric tons of carbon dioxide),6.9
Bulgaria,2005,Emissions per capita (metric tons of carbon dioxide),6.2
Bulgaria,2010,Emissions per capita (metric tons of carbon dioxide),5.9
Bulgaria,2012,Emissions per capita (metric tons of carbon dioxide),6.1
Bulgaria,2013,Emissions per capita (metric tons of carbon dioxide),5.5
Bulgaria,2014,Emissions per capita (metric tons of carbon dioxide),5.9
Burkina Faso,1975,Emissions (thousand metric tons of carbon dioxide),220
Burkina Faso,1985,Emissions (thousand metric tons of carbon dioxide),477
Burkina Faso,1995,Emissions (thousand metric tons of carbon dioxide),627
Burkina Faso,2005,Emissions (thousand metric tons of carbon dioxide),"1,126"
Burkina Faso,2010,Emissions (thousand metric tons of carbon dioxide),"1,962"
Burkina Faso,2012,Emissions (thousand metric tons of carbon dioxide),"2,629"
Burkina Faso,2013,Emissions (thousand metric tons of carbon dioxide),"3,058"
Burkina Faso,2014,Emissions (thousand metric tons of carbon dioxide),"2,849"
Burkina Faso,1975,Emissions per capita (metric tons of carbon dioxide),0
Burkina Faso,1985,Emissions per capita (metric tons of carbon dioxide),0.1
Burkina Faso,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Burkina Faso,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Burkina Faso,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Burkina Faso,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Burkina Faso,2013,Emissions per capita (metric tons of carbon dioxide),0.2
Burkina Faso,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Burundi,1975,Emissions (thousand metric tons of carbon dioxide),77
Burundi,1985,Emissions (thousand metric tons of carbon dioxide),231
Burundi,1995,Emissions (thousand metric tons of carbon dioxide),238
Burundi,2005,Emissions (thousand metric tons of carbon dioxide),154
Burundi,2010,Emissions (thousand metric tons of carbon dioxide),213
Burundi,2012,Emissions (thousand metric tons of carbon dioxide),282
Burundi,2013,Emissions (thousand metric tons of carbon dioxide),290
Burundi,2014,Emissions (thousand metric tons of carbon dioxide),440
Burundi,1975,Emissions per capita (metric tons of carbon dioxide),0
Burundi,1985,Emissions per capita (metric tons of carbon dioxide),0
Burundi,1995,Emissions per capita (metric tons of carbon dioxide),0
Burundi,2005,Emissions per capita (metric tons of carbon dioxide),0
Burundi,2010,Emissions per capita (metric tons of carbon dioxide),0
Burundi,2012,Emissions per capita (metric tons of carbon dioxide),0
Burundi,2013,Emissions per capita (metric tons of carbon dioxide),0
Burundi,2014,Emissions per capita (metric tons of carbon dioxide),0
Cabo Verde,1975,Emissions (thousand metric tons of carbon dioxide),77
Cabo Verde,1985,Emissions (thousand metric tons of carbon dioxide),84
Cabo Verde,1995,Emissions (thousand metric tons of carbon dioxide),121
Cabo Verde,2005,Emissions (thousand metric tons of carbon dioxide),440
Cabo Verde,2010,Emissions (thousand metric tons of carbon dioxide),557
Cabo Verde,2012,Emissions (thousand metric tons of carbon dioxide),506
Cabo Verde,2013,Emissions (thousand metric tons of carbon dioxide),499
Cabo Verde,2014,Emissions (thousand metric tons of carbon dioxide),491
Cabo Verde,1975,Emissions per capita (metric tons of carbon dioxide),0.3
Cabo Verde,1985,Emissions per capita (metric tons of carbon dioxide),0.3
Cabo Verde,1995,Emissions per capita (metric tons of carbon dioxide),0.3
Cabo Verde,2005,Emissions per capita (metric tons of carbon dioxide),0.9
Cabo Verde,2010,Emissions per capita (metric tons of carbon dioxide),1.1
Cabo Verde,2012,Emissions per capita (metric tons of carbon dioxide),1
Cabo Verde,2013,Emissions per capita (metric tons of carbon dioxide),1
Cabo Verde,2014,Emissions per capita (metric tons of carbon dioxide),1
Cambodia,1975,Emissions (thousand metric tons of carbon dioxide),73
Cambodia,1985,Emissions (thousand metric tons of carbon dioxide),418
Cambodia,1995,Emissions (thousand metric tons of carbon dioxide),"1,551"
Cambodia,2005,Emissions (thousand metric tons of carbon dioxide),"2,776"
Cambodia,2010,Emissions (thousand metric tons of carbon dioxide),"5,013"
Cambodia,2012,Emissions (thousand metric tons of carbon dioxide),"5,456"
Cambodia,2013,Emissions (thousand metric tons of carbon dioxide),"5,603"
Cambodia,2014,Emissions (thousand metric tons of carbon dioxide),"6,685"
Cambodia,1975,Emissions per capita (metric tons of carbon dioxide),0
Cambodia,1985,Emissions per capita (metric tons of carbon dioxide),0
Cambodia,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Cambodia,2005,Emissions per capita (metric tons of carbon dioxide),0.2
Cambodia,2010,Emissions per capita (metric tons of carbon dioxide),0.4
Cambodia,2012,Emissions per capita (metric tons of carbon dioxide),0.4
Cambodia,2013,Emissions per capita (metric tons of carbon dioxide),0.4
Cambodia,2014,Emissions per capita (metric tons of carbon dioxide),0.4
Cameroon,1975,Emissions (thousand metric tons of carbon dioxide),"1,162"
Cameroon,1985,Emissions (thousand metric tons of carbon dioxide),"6,476"
Cameroon,1995,Emissions (thousand metric tons of carbon dioxide),"4,228"
Cameroon,2005,Emissions (thousand metric tons of carbon dioxide),"3,696"
Cameroon,2010,Emissions (thousand metric tons of carbon dioxide),"6,780"
Cameroon,2012,Emissions (thousand metric tons of carbon dioxide),"6,128"
Cameroon,2013,Emissions (thousand metric tons of carbon dioxide),"6,773"
Cameroon,2014,Emissions (thousand metric tons of carbon dioxide),"7,004"
Cameroon,1975,Emissions per capita (metric tons of carbon dioxide),0.1
Cameroon,1985,Emissions per capita (metric tons of carbon dioxide),0.6
Cameroon,1995,Emissions per capita (metric tons of carbon dioxide),0.3
Cameroon,2005,Emissions per capita (metric tons of carbon dioxide),0.2
Cameroon,2010,Emissions per capita (metric tons of carbon dioxide),0.3
Cameroon,2012,Emissions per capita (metric tons of carbon dioxide),0.3
Cameroon,2013,Emissions per capita (metric tons of carbon dioxide),0.3
Cameroon,2014,Emissions per capita (metric tons of carbon dioxide),0.3
Canada,1975,Emissions (thousand metric tons of carbon dioxide),"397,143"
Canada,1985,Emissions (thousand metric tons of carbon dioxide),"422,079"
Canada,1995,Emissions (thousand metric tons of carbon dioxide),"467,638"
Canada,2005,Emissions (thousand metric tons of carbon dioxide),"557,417"
Canada,2010,Emissions (thousand metric tons of carbon dioxide),"534,671"
Canada,2012,Emissions (thousand metric tons of carbon dioxide),"517,458"
Canada,2013,Emissions (thousand metric tons of carbon dioxide),"517,161"
Canada,2014,Emissions (thousand metric tons of carbon dioxide),"537,193"
Canada,1975,Emissions per capita (metric tons of carbon dioxide),17.2
Canada,1985,Emissions per capita (metric tons of carbon dioxide),16.3
Canada,1995,Emissions per capita (metric tons of carbon dioxide),16
Canada,2005,Emissions per capita (metric tons of carbon dioxide),17.3
Canada,2010,Emissions per capita (metric tons of carbon dioxide),15.7
Canada,2012,Emissions per capita (metric tons of carbon dioxide),14.9
Canada,2013,Emissions per capita (metric tons of carbon dioxide),14.7
Canada,2014,Emissions per capita (metric tons of carbon dioxide),15.1
Cayman Islands,1975,Emissions (thousand metric tons of carbon dioxide),55
Cayman Islands,1985,Emissions (thousand metric tons of carbon dioxide),191
Cayman Islands,1995,Emissions (thousand metric tons of carbon dioxide),363
Cayman Islands,2005,Emissions (thousand metric tons of carbon dioxide),473
Cayman Islands,2010,Emissions (thousand metric tons of carbon dioxide),557
Cayman Islands,2012,Emissions (thousand metric tons of carbon dioxide),535
Cayman Islands,2013,Emissions (thousand metric tons of carbon dioxide),535
Cayman Islands,2014,Emissions (thousand metric tons of carbon dioxide),543
Cayman Islands,1975,Emissions per capita (metric tons of carbon dioxide),4.3
Cayman Islands,1985,Emissions per capita (metric tons of carbon dioxide),9.4
Cayman Islands,1995,Emissions per capita (metric tons of carbon dioxide),11
Cayman Islands,2005,Emissions per capita (metric tons of carbon dioxide),9.1
Cayman Islands,2010,Emissions per capita (metric tons of carbon dioxide),10.1
Cayman Islands,2012,Emissions per capita (metric tons of carbon dioxide),9.3
Cayman Islands,2013,Emissions per capita (metric tons of carbon dioxide),9.2
Cayman Islands,2014,Emissions per capita (metric tons of carbon dioxide),9.2
Central African Republic,1975,Emissions (thousand metric tons of carbon dioxide),103
Central African Republic,1985,Emissions (thousand metric tons of carbon dioxide),161
Central African Republic,1995,Emissions (thousand metric tons of carbon dioxide),235
Central African Republic,2005,Emissions (thousand metric tons of carbon dioxide),235
Central African Republic,2010,Emissions (thousand metric tons of carbon dioxide),264
Central African Republic,2012,Emissions (thousand metric tons of carbon dioxide),293
Central African Republic,2013,Emissions (thousand metric tons of carbon dioxide),297
Central African Republic,2014,Emissions (thousand metric tons of carbon dioxide),301
Central African Republic,1975,Emissions per capita (metric tons of carbon dioxide),0
Central African Republic,1985,Emissions per capita (metric tons of carbon dioxide),0.1
Central African Republic,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Central African Republic,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Central African Republic,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Central African Republic,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Central African Republic,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Central African Republic,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Chad,1975,Emissions (thousand metric tons of carbon dioxide),183
Chad,1985,Emissions (thousand metric tons of carbon dioxide),180
Chad,1995,Emissions (thousand metric tons of carbon dioxide),110
Chad,2005,Emissions (thousand metric tons of carbon dioxide),400
