T34,Net disbursements of official development assistance to recipients,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
858,Uruguay,2017,Net official development assistance received: Multilateral (millions of US dollars),10.4200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,1975,Net official development assistance received: Total (millions of US dollars),4.8700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,1985,Net official development assistance received: Total (millions of US dollars),7.7200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,1995,Net official development assistance received: Total (millions of US dollars),68.9300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2005,Net official development assistance received: Total (millions of US dollars),18.3400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2010,Net official development assistance received: Total (millions of US dollars),45.9100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2015,Net official development assistance received: Total (millions of US dollars),23.1800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2016,Net official development assistance received: Total (millions of US dollars),18.2500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2017,Net official development assistance received: Total (millions of US dollars),40.7700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,1975,Net official development assistance received: Total (as % GNI),0.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,1985,Net official development assistance received: Total (as % GNI),0.1800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,1995,Net official development assistance received: Total (as % GNI),0.3600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2005,Net official development assistance received: Total (as % GNI),0.1100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2010,Net official development assistance received: Total (as % GNI),0.1200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2015,Net official development assistance received: Total (as % GNI),0.0500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2016,Net official development assistance received: Total (as % GNI),0.0400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
858,Uruguay,2017,Net official development assistance received: Total (as % GNI),0.0800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,1995,Net official development assistance received: Bilateral  (millions of US dollars),75.6400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2005,Net official development assistance received: Bilateral  (millions of US dollars),128.0500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2010,Net official development assistance received: Bilateral  (millions of US dollars),117.1000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2015,Net official development assistance received: Bilateral  (millions of US dollars),286.9000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2016,Net official development assistance received: Bilateral  (millions of US dollars),287.9000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2017,Net official development assistance received: Bilateral  (millions of US dollars),473.5500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,1995,Net official development assistance received: Multilateral (millions of US dollars),8.0800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2005,Net official development assistance received: Multilateral (millions of US dollars),41.0200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2010,Net official development assistance received: Multilateral (millions of US dollars),81.0400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2015,Net official development assistance received: Multilateral (millions of US dollars),160.9100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2016,Net official development assistance received: Multilateral (millions of US dollars),169.3500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2017,Net official development assistance received: Multilateral (millions of US dollars),164.7100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,1995,Net official development assistance received: Total (millions of US dollars),83.7200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2005,Net official development assistance received: Total (millions of US dollars),169.0700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2010,Net official development assistance received: Total (millions of US dollars),198.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2015,Net official development assistance received: Total (millions of US dollars),447.8100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2016,Net official development assistance received: Total (millions of US dollars),457.2500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2017,Net official development assistance received: Total (millions of US dollars),638.2600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,1995,Net official development assistance received: Total (as % GNI),0.6300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2005,Net official development assistance received: Total (as % GNI),1.1800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2010,Net official development assistance received: Total (as % GNI),0.4900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2015,Net official development assistance received: Total (as % GNI),0.6600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2016,Net official development assistance received: Total (as % GNI),0.6700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
860,Uzbekistan,2017,Net official development assistance received: Total (as % GNI),1.2600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1975,Net official development assistance received: Bilateral  (millions of US dollars),12.1200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1985,Net official development assistance received: Bilateral  (millions of US dollars),19.0800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1995,Net official development assistance received: Bilateral  (millions of US dollars),42.1900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2005,Net official development assistance received: Bilateral  (millions of US dollars),29.6100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2010,Net official development assistance received: Bilateral  (millions of US dollars),106.0500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2015,Net official development assistance received: Bilateral  (millions of US dollars),168.6100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2016,Net official development assistance received: Bilateral  (millions of US dollars),80.6200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2017,Net official development assistance received: Bilateral  (millions of US dollars),112.0000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1975,Net official development assistance received: Multilateral (millions of US dollars),0.3600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1985,Net official development assistance received: Multilateral (millions of US dollars),1.9300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1995,Net official development assistance received: Multilateral (millions of US dollars),2.4100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2005,Net official development assistance received: Multilateral (millions of US dollars),10.6900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2010,Net official development assistance received: Multilateral (millions of US dollars),3.4200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2015,Net official development assistance received: Multilateral (millions of US dollars),17.9500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2016,Net official development assistance received: Multilateral (millions of US dollars),48.4400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2017,Net official development assistance received: Multilateral (millions of US dollars),20.2300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1975,Net official development assistance received: Total (millions of US dollars),12.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1985,Net official development assistance received: Total (millions of US dollars),21.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1995,Net official development assistance received: Total (millions of US dollars),44.6000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2005,Net official development assistance received: Total (millions of US dollars),40.3000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2010,Net official development assistance received: Total (millions of US dollars),109.4700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2015,Net official development assistance received: Total (millions of US dollars),186.5600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2016,Net official development assistance received: Total (millions of US dollars),129.0600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2017,Net official development assistance received: Total (millions of US dollars),132.2300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1985,Net official development assistance received: Total (as % GNI),17.2200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,1995,Net official development assistance received: Total (as % GNI),20.5500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2005,Net official development assistance received: Total (as % GNI),10.9200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2010,Net official development assistance received: Total (as % GNI),16.1900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2015,Net official development assistance received: Total (as % GNI),25.8400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2016,Net official development assistance received: Total (as % GNI),16.5300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
548,Vanuatu,2017,Net official development assistance received: Total (as % GNI),15.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1975,Net official development assistance received: Bilateral  (millions of US dollars),-14.7700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1985,Net official development assistance received: Bilateral  (millions of US dollars),14.0900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1995,Net official development assistance received: Bilateral  (millions of US dollars),36.4200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2005,Net official development assistance received: Bilateral  (millions of US dollars),12.4300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2010,Net official development assistance received: Bilateral  (millions of US dollars),32.9800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2015,Net official development assistance received: Bilateral  (millions of US dollars),22.0400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2016,Net official development assistance received: Bilateral  (millions of US dollars),29.6700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2017,Net official development assistance received: Bilateral  (millions of US dollars),72.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1975,Net official development assistance received: Multilateral (millions of US dollars),18.5500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1985,Net official development assistance received: Multilateral (millions of US dollars),2.4200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1995,Net official development assistance received: Multilateral (millions of US dollars),8.4400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2005,Net official development assistance received: Multilateral (millions of US dollars),36.3700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2010,Net official development assistance received: Multilateral (millions of US dollars),20.1300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2015,Net official development assistance received: Multilateral (millions of US dollars),14.5500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2016,Net official development assistance received: Multilateral (millions of US dollars),13.7600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2017,Net official development assistance received: Multilateral (millions of US dollars),14.0600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1975,Net official development assistance received: Total (millions of US dollars),3.7800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1985,Net official development assistance received: Total (millions of US dollars),16.5100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1995,Net official development assistance received: Total (millions of US dollars),44.8600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2005,Net official development assistance received: Total (millions of US dollars),48.8000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2010,Net official development assistance received: Total (millions of US dollars),53.1100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2015,Net official development assistance received: Total (millions of US dollars),36.5900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2016,Net official development assistance received: Total (millions of US dollars),43.4300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2017,Net official development assistance received: Total (millions of US dollars),86.5400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1975,Net official development assistance received: Total (as % GNI),0.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1985,Net official development assistance received: Total (as % GNI),0.0300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),1995,Net official development assistance received: Total (as % GNI),0.0600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2005,Net official development assistance received: Total (as % GNI),0.0300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
862,Venezuela (Boliv. Rep. of),2010,Net official development assistance received: Total (as % GNI),0.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1975,Net official development assistance received: Bilateral  (millions of US dollars),364.8400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1985,Net official development assistance received: Bilateral  (millions of US dollars),113.3000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1995,Net official development assistance received: Bilateral  (millions of US dollars),667.2400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2005,Net official development assistance received: Bilateral  (millions of US dollars),1168.6500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2010,Net official development assistance received: Bilateral  (millions of US dollars),1831.4100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2015,Net official development assistance received: Bilateral  (millions of US dollars),2239.7800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2016,Net official development assistance received: Bilateral  (millions of US dollars),2027.8300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2017,Net official development assistance received: Bilateral  (millions of US dollars),1738.3500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1975,Net official development assistance received: Multilateral (millions of US dollars),22.3500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1985,Net official development assistance received: Multilateral (millions of US dollars),37.8500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1995,Net official development assistance received: Multilateral (millions of US dollars),110.7500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2005,Net official development assistance received: Multilateral (millions of US dollars),524.8300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2010,Net official development assistance received: Multilateral (millions of US dollars),938.4500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2015,Net official development assistance received: Multilateral (millions of US dollars),917.5800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2016,Net official development assistance received: Multilateral (millions of US dollars),866.9500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2017,Net official development assistance received: Multilateral (millions of US dollars),653.8300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1975,Net official development assistance received: Total (millions of US dollars),387.1900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1985,Net official development assistance received: Total (millions of US dollars),151.1500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1995,Net official development assistance received: Total (millions of US dollars),777.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2005,Net official development assistance received: Total (millions of US dollars),1693.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2010,Net official development assistance received: Total (millions of US dollars),2769.8600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2015,Net official development assistance received: Total (millions of US dollars),3157.3600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2016,Net official development assistance received: Total (millions of US dollars),2894.7800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2017,Net official development assistance received: Total (millions of US dollars),2392.1800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,1995,Net official development assistance received: Total (as % GNI),3.7900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2005,Net official development assistance received: Total (as % GNI),2.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2010,Net official development assistance received: Total (as % GNI),2.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2015,Net official development assistance received: Total (as % GNI),1.7200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2016,Net official development assistance received: Total (as % GNI),1.4700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
704,Viet Nam,2017,Net official development assistance received: Total (as % GNI),1.1200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1975,Net official development assistance received: Bilateral  (millions of US dollars),2.1000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1985,Net official development assistance received: Bilateral  (millions of US dollars),0.1100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1995,Net official development assistance received: Bilateral  (millions of US dollars),0.6500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2005,Net official development assistance received: Bilateral  (millions of US dollars),71.6300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2010,Net official development assistance received: Bilateral  (millions of US dollars),122.6900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2015,Net official development assistance received: Bilateral  (millions of US dollars),105.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2016,Net official development assistance received: Bilateral  (millions of US dollars),84.6200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,2017,Net official development assistance received: Bilateral  (millions of US dollars),88.8800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1975,Net official development assistance received: Multilateral (millions of US dollars),0.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1985,Net official development assistance received: Multilateral (millions of US dollars),0.0700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
876,Wallis and Futuna Islands,1995,Net official development assistance received: Multilateral (millions of US dollars),0.3000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
